idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN
10;RUA TIRADENTES CENTRO;100,0;39595;RUA nan TIRADENTES CENTRO;100;9,28;100,0;18,35;"RUA nan TIRADENTES CENTRO 100 | Score Final: 18; RUA nan TIRADENTES CENTRO 92 | Score Final: 18; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16; RUA nan TIRADENTES CENTRO 130 | Score Final: 16"
11;RUA MEM DE SA JARDIM CASA GRANDE;280,0;162216;RUA nan MEM DE SA CASA GRANDE;285;14,73;98,25;23,08;"RUA nan MEM DE SA CASA GRANDE 285 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 275 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 289 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 289 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 289 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 271 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 292 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 292 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 267 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 295 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 298 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 301 | Score Final: 23; RUA nan MEM DE SA CASA GRANDE 309 | Score Final: 22; RUA nan MEM DE SA CASA GRANDE 309 | Score Final: 22; RUA nan MEM DE SA CASA GRANDE 309 | Score Final: 22; RUA nan MEM DE SA CASA GRANDE 321 | Score Final: 22; RUA nan MEM DE SA CASA GRANDE 321 | Score Final: 22; RUA nan MEM DE SA CASA GRANDE 243 | Score Final: 22; RUA nan MEM DE SA CASA GRANDE 239 | Score Final: 22; RUA nan MEM DE SA CASA GRANDE 329 | Score Final: 22"
12;AVN SAO JOSE CENTRO;472,0;43372;AVENIDA SAO JOSE CENTRO;481;9,67;98,13;18,52;"AVENIDA SAO JOSE CENTRO 481 | Score Final: 19; AVENIDA SAO JOSE CENTRO 481 | Score Final: 19; AVENIDA SAO JOSE CENTRO 485 | Score Final: 18; AVENIDA SAO JOSE CENTRO 489 | Score Final: 18; AVENIDA SAO JOSE CENTRO 493 | Score Final: 18; AVENIDA SAO JOSE CENTRO 493 | Score Final: 18; AVENIDA SAO JOSE CENTRO 499 | Score Final: 18; AVENIDA SAO JOSE CENTRO 499 | Score Final: 18; AVENIDA SAO JOSE CENTRO 503 | Score Final: 18; AVENIDA SAO JOSE CENTRO 505 | Score Final: 18; AVENIDA SAO JOSE CENTRO 515 | Score Final: 18; AVENIDA SAO JOSE CENTRO 515 | Score Final: 18; AVENIDA SAO JOSE CENTRO 519 | Score Final: 18; AVENIDA SAO JOSE CENTRO 523 | Score Final: 18; AVENIDA SAO JOSE CENTRO 425 | Score Final: 18; AVENIDA SAO JOSE CENTRO 525 | Score Final: 18; AVENIDA SAO JOSE CENTRO 529 | Score Final: 18; AVENIDA SAO JOSE CENTRO 417 | Score Final: 18; AVENIDA SAO JOSE CENTRO 537 | Score Final: 17; AVENIDA SAO JOSE CENTRO 541 | Score Final: 17"
13;RUA SERRA DE MARACUJA PARQUE REID;49,0;69982;RUA nan SERRA DE MARACUJA CENTRO;49;14,1;100,0;22,69;"RUA nan SERRA DE MARACUJA CENTRO 49 | Score Final: 23; RUA nan SERRA DE MARACUJA CENTRO 54 | Score Final: 22; RUA nan SERRA DE MARACUJA CENTRO 54 | Score Final: 22; RUA nan SERRA DE MARACUJA CENTRO 44 | Score Final: 22; RUA nan SERRA DE MARACUJA CENTRO 64 | Score Final: 20; RUA nan SERRA DE MARACUJA CENTRO 70 | Score Final: 20; RUA nan SERRA DE MARACUJA CENTRO 76 | Score Final: 19; RUA nan SERRA DE MARACUJA CENTRO 76 | Score Final: 19; RUA nan SERRA DE MARACUJA CENTRO 80 | Score Final: 19; RUA nan SERRA DE MARACUJA CENTRO 30 | Score Final: 19; RUA nan SERRA DE MARACUJA CENTRO 85 | Score Final: 18; RUA nan SERRA DE MARACUJA CENTRO 28 | Score Final: 18; RUA nan SERRA DE MARACUJA CENTRO 97 | Score Final: 18; RUA nan SERRA DE MARACUJA CENTRO 102 | Score Final: 17; RUA nan SERRA DE MARACUJA CENTRO 104 | Score Final: 17; RUA nan SERRA DE MARACUJA CENTRO 111 | Score Final: 17; RUA nan SERRA DE MARACUJA CENTRO 112 | Score Final: 17; RUA nan SERRA DE MARACUJA CENTRO 120 | Score Final: 17; PASSAGEM nan PARQUE DA JUVENTUDE PIRAPORINHA 53 | Score Final: 15; PASSAGEM nan PARQUE DA JUVENTUDE PIRAPORINHA 45 | Score Final: 15"
14;RUA BARAO DE IGUAPE VIL SAO JOSE;98,0;15269;RUA BARAO DE IGUAPE PIRAPORINHA;98;13,07;100,0;21,76;"RUA BARAO DE IGUAPE PIRAPORINHA 98 | Score Final: 22; RUA BARAO DE IGUAPE PIRAPORINHA 73 | Score Final: 19; RUA BARAO DE IGUAPE PIRAPORINHA 135 | Score Final: 19; RUA BARAO DE IGUAPE PIRAPORINHA 137 | Score Final: 19; RUA BARAO DE IGUAPE PIRAPORINHA 140 | Score Final: 19; RUA BARAO DE IGUAPE PIRAPORINHA 141 | Score Final: 19; RUA BARAO DE IGUAPE PIRAPORINHA 145 | Score Final: 19; RUA BARAO DE IGUAPE PIRAPORINHA 64 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 151 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 63 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 63 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 157 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 157 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 161 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 161 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 163 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 163 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 163 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 165 | Score Final: 18; RUA BARAO DE IGUAPE PIRAPORINHA 175 | Score Final: 17"
15;RUA SEBASTIAO FERNANDES TOURINHO VIL NOGUEIRA;285,0;26719;RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA;299;18,38;95,32;26,07;"RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 299 | Score Final: 26; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 309 | Score Final: 26; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 321 | Score Final: 25; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 325 | Score Final: 25; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 345 | Score Final: 25; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 349 | Score Final: 25; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 365 | Score Final: 24; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 365 | Score Final: 24; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 375 | Score Final: 24; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 375 | Score Final: 24; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 383 | Score Final: 24; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 391 | Score Final: 24; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 405 | Score Final: 24; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 413 | Score Final: 23; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 415 | Score Final: 23; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 415 | Score Final: 23; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 435 | Score Final: 23; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 435 | Score Final: 23; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 443 | Score Final: 23; RUA nan SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 445 | Score Final: 23"
16;RUA DAS AMEIXEIRAS JD ABC;679,0;19643;AVENIDA nan DAS AMEIXEIRAS TABOAO;597;9,4;87,92;17,25;"AVENIDA nan DAS AMEIXEIRAS TABOAO 597 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 581 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 581 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 577 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 577 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 577 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 575 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 571 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 571 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 567 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 567 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 567 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 557 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 557 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 557 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 557 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 553 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 551 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 551 | Score Final: 17; AVENIDA nan DAS AMEIXEIRAS TABOAO 547 | Score Final: 17"
17;RUA 22 DE ABRIL JD CANHEMA;113,0;43785;RUA nan SETE DE ABRIL CANHEMA;120;9,91;94,17;18,34;"RUA nan SETE DE ABRIL CANHEMA 120 | Score Final: 18; RUA nan SETE DE ABRIL CANHEMA 102 | Score Final: 18; RUA nan SETE DE ABRIL CANHEMA 100 | Score Final: 18; RUA nan SETE DE ABRIL CANHEMA 100 | Score Final: 18; RUA nan SETE DE ABRIL CANHEMA 98 | Score Final: 18; RUA nan SETE DE ABRIL CANHEMA 98 | Score Final: 18; RUA nan SETE DE ABRIL CANHEMA 98 | Score Final: 18; RUA nan VINTE E SEIS DE ABRIL CANHEMA 116 | Score Final: 17; RUA nan SETE DE ABRIL CANHEMA 90 | Score Final: 17; RUA nan SETE DE ABRIL CANHEMA 90 | Score Final: 17; RUA nan SETE DE ABRIL CANHEMA 90 | Score Final: 17; RUA nan SETE DE ABRIL CANHEMA 90 | Score Final: 17; RUA nan VINTE E SEIS DE ABRIL CANHEMA 104 | Score Final: 16; RUA nan SETE DE ABRIL CANHEMA 84 | Score Final: 16; RUA nan SETE DE ABRIL CANHEMA 84 | Score Final: 16; RUA nan SETE DE ABRIL CANHEMA 84 | Score Final: 16; RUA nan SETE DE ABRIL CANHEMA 84 | Score Final: 16; RUA nan SETE DE ABRIL CANHEMA 80 | Score Final: 16; RUA nan SETE DE ABRIL CANHEMA 80 | Score Final: 16; RUA nan SETE DE ABRIL CANHEMA 80 | Score Final: 16"
18;RUA JOSE VICENTE JD INAMAR;122,0;64177;RUA nan JOSE VICENTE INAMAR;153;12,16;79,74;18,91;"RUA nan JOSE VICENTE INAMAR 153 | Score Final: 19; RUA nan JOSE VICENTE INAMAR 153 | Score Final: 19; RUA nan JOSE VICENTE INAMAR 161 | Score Final: 19; RUA nan JOSE VICENTE INAMAR 165 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 165 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 165 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 165 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 165 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 173 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 173 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 173 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 173 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 173 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 173 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 181 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 181 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 181 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 181 | Score Final: 18; RUA nan JOSE VICENTE INAMAR 193 | Score Final: 17; RUA nan JOSE VICENTE INAMAR 193 | Score Final: 17"
19;RUA JAVARI JD PAINEIRAS;635,0;21410;RUA nan JAVARI TABOAO;635;7,41;100,0;16,66;"RUA nan JAVARI TABOAO 635 | Score Final: 17; RUA nan JAVARI TABOAO 647 | Score Final: 16; RUA nan JAVARI TABOAO 663 | Score Final: 16; RUA nan JAVARI TABOAO 667 | Score Final: 16; RUA nan JAVARI TABOAO 677 | Score Final: 16; RUA nan JAVARI TABOAO 677 | Score Final: 16; RUA nan JAVARI TABOAO 679 | Score Final: 16; RUA nan JAVARI TABOAO 687 | Score Final: 16; RUA nan JAVARI TABOAO 687 | Score Final: 16; RUA nan JAVARI TABOAO 582 | Score Final: 16; RUA nan JAVARI TABOAO 582 | Score Final: 16; RUA nan JAVARI TABOAO 582 | Score Final: 16; RUA nan JAVARI TABOAO 693 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 709 | Score Final: 16; RUA nan JAVARI TABOAO 709 | Score Final: 16; RUA nan JAVARI TABOAO 709 | Score Final: 16; RUA nan JAVARI TABOAO 566 | Score Final: 16"
20;AV ELDORADO JARDIM RUYCE;817,0;98493;AVENIDA nan ELDORADO JARDIM RUYCE;817;8,83;100,0;17,94;"AVENIDA nan ELDORADO JARDIM RUYCE 817 | Score Final: 18; AVENIDA nan ELDORADO JARDIM RUYCE 729 | Score Final: 17; AVENIDA nan ELDORADO JARDIM RUYCE 727 | Score Final: 17; AVENIDA nan ELDORADO JARDIM RUYCE 689 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 689 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 689 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 689 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 679 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 679 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 679 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 675 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 675 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 675 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 667 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 667 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 663 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 663 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 657 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 657 | Score Final: 16; AVENIDA nan ELDORADO JARDIM RUYCE 657 | Score Final: 16"
21;RUA ODETE AMARAL DE OLIVEIRA PRQ REAL;129,0;168293;RUA nan ODETE AMARAL DE OLIVEIRA CONCEICAO;129;16,34;100,0;24,71;"RUA nan ODETE AMARAL DE OLIVEIRA CONCEICAO 129 | Score Final: 25; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 130 | Score Final: 25; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 130 | Score Final: 25; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 124 | Score Final: 24; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 136 | Score Final: 24; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 122 | Score Final: 24; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 122 | Score Final: 24; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 116 | Score Final: 24; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 116 | Score Final: 24; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 110 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 110 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 155 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 106 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 163 | Score Final: 23; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 100 | Score Final: 22; RUA nan ODETE AMARAL DE OLIVEIRA SERRARIA 98 | Score Final: 22"
22;RUA PRUDENTE DE MORAIS JARDIM CASA GRANDE;300,0;80538;RUA nan PRUDENTE DE MORAIS CASA GRANDE;384;15,29;78,12;21,57;"RUA nan PRUDENTE DE MORAIS CASA GRANDE 384 | Score Final: 22; RUA nan PRUDENTE DE MORAIS CASA GRANDE 394 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 394 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 394 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 394 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 400 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 400 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 400 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 406 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 406 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 406 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 410 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 410 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 410 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 410 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 410 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 410 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 414 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 418 | Score Final: 21; RUA nan PRUDENTE DE MORAIS CASA GRANDE 418 | Score Final: 21"
23;AV LICO MAIA SERRARIA;803,0;11343;AVENIDA nan LICO MAIA SERRARIA;803;13,67;100,0;22,3;"AVENIDA nan LICO MAIA SERRARIA 803 | Score Final: 22; AVENIDA nan LICO MAIA SERRARIA 930 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 689 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 685 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 681 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 673 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 669 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 667 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 663 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 659 | Score Final: 21; AVENIDA nan LICO MAIA SERRARIA 657 | Score Final: 20; AVENIDA nan LICO MAIA SERRARIA 655 | Score Final: 20; AVENIDA nan LICO MAIA SERRARIA 653 | Score Final: 20; AVENIDA nan LICO MAIA SERRARIA 637 | Score Final: 20; AVENIDA nan LICO MAIA SERRARIA 635 | Score Final: 20; AVENIDA nan LICO MAIA SERRARIA 478 | Score Final: 18; AVENIDA nan LICO MAIA SERRARIA 476 | Score Final: 18; AVENIDA nan LICO MAIA SERRARIA 476 | Score Final: 18; AVENIDA nan LICO MAIA SERRARIA 476 | Score Final: 18; AVENIDA nan LICO MAIA SERRARIA 476 | Score Final: 18"
24;AVN PRESIDENTE JUSCELINO PIRAPORINHA;759,0;21;AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA;330;12,34;43,48;15,45;"AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 15"
25;AVENIDA SINESIO PEREIRA CAMPANARIO;27,0;25087;AVENIDA nan SYNESIO PEREIRA CAMPANARIO;27;14,09;100,0;22,69;"AVENIDA nan SYNESIO PEREIRA CAMPANARIO 27 | Score Final: 23; RUA nan SYNESIO PEREIRA CAMPANARIO 32 | Score Final: 21; RUA nan SYNESIO PEREIRA CAMPANARIO 38 | Score Final: 20; RUA nan SYNESIO PEREIRA CAMPANARIO 38 | Score Final: 20; RUA nan SYNESIO PEREIRA CAMPANARIO 38 | Score Final: 20; RUA nan SYNESIO PEREIRA CAMPANARIO 38 | Score Final: 20; RUA nan SYNESIO PEREIRA CAMPANARIO 44 | Score Final: 19; RUA nan SYNESIO PEREIRA CAMPANARIO 54 | Score Final: 18; RUA nan SYNESIO PEREIRA CAMPANARIO 54 | Score Final: 18; RUA nan SYNESIO PEREIRA CAMPANARIO 54 | Score Final: 18; RUA nan SYNESIO PEREIRA CAMPANARIO 54 | Score Final: 18; RUA nan SYNESIO PEREIRA CAMPANARIO 58 | Score Final: 17; RUA nan SYNESIO PEREIRA CAMPANARIO 58 | Score Final: 17; RUA nan SYNESIO PEREIRA CAMPANARIO 64 | Score Final: 17; RUA nan SYNESIO PEREIRA CAMPANARIO 68 | Score Final: 17; RUA nan SYNESIO PEREIRA CAMPANARIO 68 | Score Final: 17; RUA nan SYNESIO PEREIRA CAMPANARIO 74 | Score Final: 16; RUA nan SYNESIO PEREIRA CAMPANARIO 74 | Score Final: 16; RUA nan SYNESIO PEREIRA CAMPANARIO 82 | Score Final: 16; RUA nan SYNESIO PEREIRA CAMPANARIO 82 | Score Final: 16"
26;AVENIDA AFRANIO PEIXOTO VILA PAULINA;643,0;58365;AVENIDA nan AFRANIO PEIXOTO ELDORADO;541;13,43;84,14;20,5;"AVENIDA nan AFRANIO PEIXOTO ELDORADO 541 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 531 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 531 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 531 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 531 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 525 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 519 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 519 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 515 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 515 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 513 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 505 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 503 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 495 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 487 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 487 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 479 | Score Final: 20; AVENIDA nan AFRANIO PEIXOTO ELDORADO 473 | Score Final: 19; AVENIDA nan AFRANIO PEIXOTO ELDORADO 473 | Score Final: 19; AVENIDA nan AFRANIO PEIXOTO ELDORADO 473 | Score Final: 19"
